image,lat,lon,description,mapillary_id,captured_at,verified_bbox
mapillary_2135812729894891_000000.jpg,35.704077836712,139.69478540553,Mapillary image 2135812729894891 within bbox,2135812729894891,1481431785383,True
mapillary_2166051187244045_000001.jpg,35.704845559774,139.62765223838,Mapillary image 2166051187244045 within bbox,2166051187244045,1748769537097,True
mapillary_3025699714411017_000002.jpg,35.699606629549,139.74622522984,Mapillary image 3025699714411017 within bbox,3025699714411017,1642128630288,True
mapillary_1647810365747690_000003.jpg,35.74996532415,139.62568339261,Mapillary image 1647810365747690 within bbox,1647810365747690,1695480485000,True
mapillary_2347425128760040_000004.jpg,35.664235953831,139.702411727,Mapillary image 2347425128760040 within bbox,2347425128760040,1673164041857,True
mapillary_3041020359462510_000005.jpg,35.686834374059,139.73133878208,Mapillary image 3041020359462510 within bbox,3041020359462510,1546397475056,True
mapillary_5632946310094889_000006.jpg,35.73910186305,139.65497465271,Mapillary image 5632946310094889 within bbox,5632946310094889,1662436806237,True
mapillary_3214987398827465_000007.jpg,35.664174803367,139.61403983297,Mapillary image 3214987398827465 within bbox,3214987398827465,1653194609524,True
mapillary_5353210594785124_000008.jpg,35.718037788332,139.62801142767,Mapillary image 5353210594785124 within bbox,5353210594785124,1670676351930,True
mapillary_6837478349681667_000009.jpg,35.687899979622,139.70161388454,Mapillary image 6837478349681667 within bbox,6837478349681667,1696253046344,True
mapillary_2157241374737141_000010.jpg,35.684341384793,139.70561314591,Mapillary image 2157241374737141 within bbox,2157241374737141,1742954778771,True
mapillary_2157273181400627_000011.jpg,35.686089147726,139.70589194254,Mapillary image 2157273181400627 within bbox,2157273181400627,1742954039833,True
mapillary_1584795499129899_000012.jpg,35.649971486613,139.70360104641,Mapillary image 1584795499129899 within bbox,1584795499129899,1729572708876,True
mapillary_2278675698976372_000013.jpg,35.68360613698,139.71320580669,Mapillary image 2278675698976372 within bbox,2278675698976372,1673239651735,True
mapillary_6850748628343700_000014.jpg,35.725749036763,139.7191845528,Mapillary image 6850748628343700 within bbox,6850748628343700,1701525584060,True
mapillary_6938794069574155_000015.jpg,35.690477933443,139.70079714544,Mapillary image 6938794069574155 within bbox,6938794069574155,1700833383369,True
mapillary_1645695046150474_000016.jpg,35.743088975608,139.61905640761,Mapillary image 1645695046150474 within bbox,1645695046150474,1747886768144,True
mapillary_2137968690266938_000017.jpg,35.683368206524,139.7081837584,Mapillary image 2137968690266938 within bbox,2137968690266938,1742955260320,True
mapillary_5470817776301496_000018.jpg,35.73548305158,139.63098421863,Mapillary image 5470817776301496 within bbox,5470817776301496,1665980373189,True
mapillary_1551860238354407_000019.jpg,35.647937450954,139.70943537784,Mapillary image 1551860238354407 within bbox,1551860238354407,1543625381215,True
mapillary_2350604711737285_000020.jpg,35.717322102698,139.69378331191,Mapillary image 2350604711737285 within bbox,2350604711737285,1629781265264,True
mapillary_4666054126820487_000021.jpg,35.701393523557,139.73285998051,Mapillary image 4666054126820487 within bbox,4666054126820487,1543038529000,True
mapillary_2183536478466867_000022.jpg,35.673857903958,139.70181372725,Mapillary image 2183536478466867 within bbox,2183536478466867,1631687233671,True
mapillary_3499043626862139_000023.jpg,35.64363847898,139.68833220219,Mapillary image 3499043626862139 within bbox,3499043626862139,1535412104489,True
mapillary_4144680385589290_000024.jpg,35.622278206851,139.63145545796,Mapillary image 4144680385589290 within bbox,4144680385589290,1578556042000,True
mapillary_4697097353639782_000025.jpg,35.735722184628,139.60211267635,Mapillary image 4697097353639782 within bbox,4697097353639782,1517626297000,True
mapillary_5871799119536927_000026.jpg,35.74901094952,139.61828022002,Mapillary image 5871799119536927 within bbox,5871799119536927,1665900227682,True
mapillary_5895523470472825_000027.jpg,35.683143928493,139.71175504563,Mapillary image 5895523470472825 within bbox,5895523470472825,1566881133884,True
mapillary_2187518608122414_000028.jpg,35.677883983126,139.71282030194,Mapillary image 2187518608122414 within bbox,2187518608122414,1672807152933,True
mapillary_3224360444489720_000029.jpg,35.662906223821,139.69622865685,Mapillary image 3224360444489720 within bbox,3224360444489720,1662972321680,True
mapillary_3467594730009289_000030.jpg,35.65385569725,139.68863500491,Mapillary image 3467594730009289 within bbox,3467594730009289,1488084765000,True
mapillary_7040531146057945_000031.jpg,35.721273043542,139.71851445181,Mapillary image 7040531146057945 within bbox,7040531146057945,1701229950619,True
