image,lat,lon,description,mapillary_id,captured_at,verified_bbox
mapillary_2395120600634439_000000.jpg,29.990415391661,31.270083657266,Mapillary image 2395120600634439 within bbox,2395120600634439,1530372262352,True
mapillary_2627321304234533_000001.jpg,30.002368730998,31.131555163175,Mapillary image 2627321304234533 within bbox,2627321304234533,1622193261788,True
mapillary_3001130930145400_000002.jpg,30.070141170815,31.2532642059,Mapillary image 3001130930145400 within bbox,3001130930145400,1613142837607,True
mapillary_1647430535449847_000003.jpg,30.003598807166,31.133110647599,Mapillary image 1647430535449847 within bbox,1647430535449847,1576940363683,True
mapillary_3518769275015621_000004.jpg,30.014103326645,31.162734680559,Mapillary image 3518769275015621 within bbox,3518769275015621,1576938464411,True
mapillary_1590160671188945_000005.jpg,29.997022084904,31.155581450594,Mapillary image 1590160671188945 within bbox,1590160671188945,1613150655199,True
mapillary_1703402233199121_000006.jpg,30.066666076713,31.146658643796,Mapillary image 1703402233199121 within bbox,1703402233199121,1505298772243,True
mapillary_2161487643987375_000007.jpg,30.030017520617,31.339552814818,Mapillary image 2161487643987375 within bbox,2161487643987375,1596456863809,True
mapillary_4309015835786201_000008.jpg,30.007744229315,31.13761564663,Mapillary image 4309015835786201 within bbox,4309015835786201,1576940532706,True
mapillary_4283815558319266_000009.jpg,29.991924514338,31.139966039807,Mapillary image 4283815558319266 within bbox,4283815558319266,1616163426527,True
mapillary_2267920376676324_000010.jpg,30.002746526755,31.131703996836,Mapillary image 2267920376676324 within bbox,2267920376676324,1576938745265,True
mapillary_3979962015414643_000011.jpg,30.009687183232,31.282027392104,Mapillary image 3979962015414643 within bbox,3979962015414643,1483429058716,True
mapillary_4360565527308955_000012.jpg,29.984329514329,31.153950662539,Mapillary image 4360565527308955 within bbox,4360565527308955,1500372971822,True
mapillary_3428556487282912_000013.jpg,29.993118161044,31.145985052175,Mapillary image 3428556487282912 within bbox,3428556487282912,1616163510409,True
mapillary_2924629534520881_000014.jpg,30.054536639897,31.229565302594,Mapillary image 2924629534520881 within bbox,2924629534520881,1578050273330,True
mapillary_4904158739664774_000015.jpg,29.952637000848,31.146633693699,Mapillary image 4904158739664774 within bbox,4904158739664774,1639026349320,True
mapillary_2700348066755923_000016.jpg,29.987798163878,31.131275563113,Mapillary image 2700348066755923 within bbox,2700348066755923,1577447939206,True
mapillary_3297463470480710_000017.jpg,30.061256322351,31.33749283133,Mapillary image 3297463470480710 within bbox,3297463470480710,1597596003415,True
mapillary_3956079731104744_000018.jpg,29.986757676187,31.193993575518,Mapillary image 3956079731104744 within bbox,3956079731104744,1539526335292,True
mapillary_1871819196313967_000019.jpg,30.060613549936,31.203969913158,Mapillary image 1871819196313967 within bbox,1871819196313967,1500646081168,True
mapillary_2272225502912999_000020.jpg,30.085167430934,31.193086278522,Mapillary image 2272225502912999 within bbox,2272225502912999,1629953304847,True
mapillary_2812334795650731_000021.jpg,29.992253135679,31.141905789618,Mapillary image 2812334795650731 within bbox,2812334795650731,1613150947308,True
mapillary_2852910661703644_000022.jpg,29.990598537993,31.274933756977,Mapillary image 2852910661703644 within bbox,2852910661703644,1530372095324,True
mapillary_3945194048907961_000023.jpg,30.053790408124,31.33977916216,Mapillary image 3945194048907961 within bbox,3945194048907961,1600250611445,True
mapillary_3973698169385382_000024.jpg,29.989432527742,31.22640313521,Mapillary image 3973698169385382 within bbox,3973698169385382,1530372745517,True
mapillary_5728547207185294_000025.jpg,30.111300523742,31.330078670225,Mapillary image 5728547207185294 within bbox,5728547207185294,1608385680557,True
mapillary_3934495596606097_000026.jpg,29.987329836448,31.132121176422,Mapillary image 3934495596606097 within bbox,3934495596606097,1616245289563,True
mapillary_4018201921594899_000027.jpg,29.990790395709,31.276216388054,Mapillary image 4018201921594899 within bbox,4018201921594899,1577953850228,True
mapillary_4196465197080403_000028.jpg,30.053973462403,31.202410809272,Mapillary image 4196465197080403 within bbox,4196465197080403,1500646212155,True
mapillary_4254225197945569_000029.jpg,29.97778706211,31.131591528602,Mapillary image 4254225197945569 within bbox,4254225197945569,1500375761876,True
mapillary_2868085426783889_000030.jpg,29.998886285516,31.143295606986,Mapillary image 2868085426783889 within bbox,2868085426783889,1580121486136,True
mapillary_2943857549267676_000031.jpg,30.13497459754,31.329536600476,Mapillary image 2943857549267676 within bbox,2943857549267676,1611930776724,True
mapillary_1766009113607610_000032.jpg,30.075690090425,31.273903342588,Mapillary image 1766009113607610 within bbox,1766009113607610,1577958752267,True
mapillary_2937103836609626_000033.jpg,29.990318446717,31.149542223708,Mapillary image 2937103836609626 within bbox,2937103836609626,1500373005741,True
mapillary_3119966574997517_000034.jpg,30.110480470739,31.203605664417,Mapillary image 3119966574997517 within bbox,3119966574997517,1580124342472,True
mapillary_3278713012231913_000035.jpg,29.986193503713,31.140058568887,Mapillary image 3278713012231913 within bbox,3278713012231913,1577448099347,True
mapillary_2920802898185373_000036.jpg,30.007984582669,31.137879992671,Mapillary image 2920802898185373 within bbox,2920802898185373,1622193387763,True
mapillary_3884817908233029_000037.jpg,30.088046563255,31.19538962277,Mapillary image 3884817908233029 within bbox,3884817908233029,1580124213525,True
mapillary_4093678284031656_000038.jpg,29.982483649538,31.335161849231,Mapillary image 4093678284031656 within bbox,4093678284031656,1541181862933,True
mapillary_1492265781107101_000039.jpg,30.032596048387,31.307874922456,Mapillary image 1492265781107101 within bbox,1492265781107101,1577526366648,True
mapillary_2628769397428228_000040.jpg,30.100669852604,31.172421121166,Mapillary image 2628769397428228 within bbox,2628769397428228,1607710196414,True
mapillary_3916648238436331_000041.jpg,30.108531866702,31.203285585678,Mapillary image 3916648238436331 within bbox,3916648238436331,1629952982804,True
mapillary_4312036412140843_000042.jpg,30.018391606486,31.250876382661,Mapillary image 4312036412140843 within bbox,4312036412140843,1522849665372,True
mapillary_4586242608069554_000043.jpg,30.065959840022,31.150891239262,Mapillary image 4586242608069554 within bbox,4586242608069554,1577445626223,True
mapillary_1456753498000270_000044.jpg,29.988167832019,31.14047149766,Mapillary image 1456753498000270 within bbox,1456753498000270,1616163260654,True
mapillary_2977687819181909_000045.jpg,30.006112019141,31.135286065992,Mapillary image 2977687819181909 within bbox,2977687819181909,1580121551195,True
mapillary_2955088634710612_000046.jpg,29.987577282731,31.132050946421,Mapillary image 2955088634710612 within bbox,2955088634710612,1500373901018,True
mapillary_4363018697053425_000047.jpg,29.987498928815,31.219932107881,Mapillary image 4363018697053425 within bbox,4363018697053425,1500372614936,True
mapillary_5516810731693710_000048.jpg,29.963998848016,31.324181772228,Mapillary image 5516810731693710 within bbox,5516810731693710,1577000198300,True
mapillary_2100240240118231_000049.jpg,30.067169031073,31.141994391879,Mapillary image 2100240240118231 within bbox,2100240240118231,1500459318168,True
mapillary_1444462119220778_000050.jpg,30.03022089965,31.165369035054,Mapillary image 1444462119220778 within bbox,1444462119220778,1618385234270,True
mapillary_2930105980538377_000051.jpg,30.052514626094,31.33740310319,Mapillary image 2930105980538377 within bbox,2930105980538377,1608184148739,True
mapillary_3040672499487724_000052.jpg,30.067596080313,31.3258885575,Mapillary image 3040672499487724 within bbox,3040672499487724,1505296197684,True
mapillary_3041709352717372_000053.jpg,30.02875313112,31.26675173744,Mapillary image 3041709352717372 within bbox,3041709352717372,1541190155031,True
