image,lat,lon,description,mapillary_id,captured_at,verified_bbox
mapillary_1620435208347388_000000.jpg,48.847875386901,2.6376893455039,Mapillary image 1620435208347388 within bbox,1620435208347388,1555607300750,True
mapillary_1976784729126599_000001.jpg,48.836638731534,2.5694951688497,Mapillary image 1976784729126599 within bbox,1976784729126599,1603359895000,True
mapillary_2657837874362611_000002.jpg,48.737033765877,2.7618119357003,Mapillary image 2657837874362611 within bbox,2657837874362611,1455269312000,True
mapillary_2858629137720316_000003.jpg,48.883260362941,2.8471422656231,Mapillary image 2858629137720316 within bbox,2858629137720316,1603283233953,True
mapillary_2999022583754970_000004.jpg,48.80596953913,2.5339343649854,Mapillary image 2999022583754970 within bbox,2999022583754970,1601646178000,True
mapillary_4535885519803661_000005.jpg,48.903942019927,2.8061459015894,Mapillary image 4535885519803661 within bbox,4535885519803661,1603294078846,True
mapillary_4711914405504604_000006.jpg,48.893097672883,2.773022936327,Mapillary image 4711914405504604 within bbox,4711914405504604,1603297330532,True
mapillary_1768156970717577_000007.jpg,48.993766840111,2.5173917630558,Mapillary image 1768156970717577 within bbox,1768156970717577,1743865822060,True
mapillary_2676800305899901_000008.jpg,48.76471225799,2.8611810841099,Mapillary image 2676800305899901 within bbox,2676800305899901,1494496899000,True
mapillary_3932331770154242_000009.jpg,48.841953401086,2.5852194118733,Mapillary image 3932331770154242 within bbox,3932331770154242,1603293039000,True
mapillary_1594581917925420_000010.jpg,48.946108652544,2.8665087739634,Mapillary image 1594581917925420 within bbox,1594581917925420,1743785175147,True
mapillary_2566432033651732_000011.jpg,48.815769512817,2.8267498896695,Mapillary image 2566432033651732 within bbox,2566432033651732,1603189505358,True
mapillary_4049926005088820_000012.jpg,48.850159089631,2.5843061769326,Mapillary image 4049926005088820 within bbox,4049926005088820,1603287663000,True
mapillary_2546502228829958_000013.jpg,48.813539558365,2.8327394359894,Mapillary image 2546502228829958 within bbox,2546502228829958,1603188799912,True
mapillary_3906083092774358_000014.jpg,48.819872228779,2.5458979641592,Mapillary image 3906083092774358 within bbox,3906083092774358,1603990326000,True
mapillary_2055993481207655_000015.jpg,48.887011343936,2.8276592174948,Mapillary image 2055993481207655 within bbox,2055993481207655,1603288450236,True
mapillary_2844693522459643_000016.jpg,48.813678011057,2.8749287089587,Mapillary image 2844693522459643 within bbox,2844693522459643,1494495792000,True
mapillary_2805736493012144_000017.jpg,48.815296750305,2.8312397283452,Mapillary image 2805736493012144 within bbox,2805736493012144,1603189214386,True
mapillary_2488928307922826_000018.jpg,48.834306910556,2.644653366111,Mapillary image 2488928307922826 within bbox,2488928307922826,1684229490000,True
mapillary_2691022441195244_000019.jpg,48.840570512255,2.6481876905474,Mapillary image 2691022441195244 within bbox,2691022441195244,1564588461726,True
mapillary_4044093999013408_000020.jpg,48.865053952028,2.8130768050195,Mapillary image 4044093999013408 within bbox,4044093999013408,1603281475612,True
mapillary_2539799992870147_000021.jpg,48.70125592808,2.6944977835319,Mapillary image 2539799992870147 within bbox,2539799992870147,1709735057723,True
mapillary_1881070712070176_000022.jpg,48.810133716234,2.5214588946719,Mapillary image 1881070712070176 within bbox,1881070712070176,1505558375216,True
mapillary_2516048778540363_000023.jpg,48.851683678332,2.650183758805,Mapillary image 2516048778540363 within bbox,2516048778540363,1555610359600,True
mapillary_1555809724810328_000024.jpg,48.79859578513,2.6123801055302,Mapillary image 1555809724810328 within bbox,1555809724810328,1603124484592,True
mapillary_1781171988721266_000025.jpg,48.801308381499,2.5528105715179,Mapillary image 1781171988721266 within bbox,1781171988721266,1603447828939,True
mapillary_2585043358365621_000026.jpg,48.790089481066,2.5505010493739,Mapillary image 2585043358365621 within bbox,2585043358365621,1720781543000,True
mapillary_1967154666778012_000027.jpg,48.867217446068,2.7583425820133,Mapillary image 1967154666778012 within bbox,1967154666778012,1601469283000,True
mapillary_2608039902826482_000028.jpg,48.881774648769,2.8511519398581,Mapillary image 2608039902826482 within bbox,2608039902826482,1603282671466,True
